City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,badger,64.8,-147.5333,16.15,72,0,2.06,US,1722797046
1,kirakira,-10.4544,161.9205,26.0,87,100,5.23,SB,1722797547
2,waitangi,-43.9535,-176.5597,6.01,89,100,6.61,NZ,1722796967
3,bethel,41.3712,-73.414,29.0,74,40,3.6,US,1722796945
4,iqaluit,63.7506,-68.5145,5.85,93,100,2.06,CA,1722797550
5,chonchi,-42.6128,-73.8092,9.51,98,100,1.52,CL,1722797166
6,agat village,13.3886,144.6585,27.06,89,0,0.0,GU,1722797552
7,albany,42.6001,-73.9662,29.32,74,64,0.45,US,1722797036
8,isafjordur,66.0755,-23.124,12.02,71,40,8.23,IS,1722796986
9,la almunia de dona godina,41.4767,-1.3745,34.23,23,23,2.12,ES,1722797556
10,rancho palos verdes,33.7445,-118.387,30.98,74,20,3.6,US,1722797495
11,ushuaia,-54.8,-68.3,-0.19,59,75,3.09,AR,1722797018
12,yellowknife,62.456,-114.3525,22.45,57,40,2.06,CA,1722796960
13,san antonio de pale,-1.4014,5.6325,22.32,73,100,4.14,GQ,1722797518
14,levelland,33.5873,-102.378,33.99,28,0,4.65,US,1722797561
15,sanctuary point,-35.1114,150.629,9.07,84,100,2.0,AU,1722797562
16,puerto pilon,9.3644,-79.7933,29.32,70,61,2.55,PA,1722797563
17,jamestown,42.097,-79.2353,28.59,57,40,4.12,US,1722796899
18,aykhal,66.0,111.5,14.02,56,13,3.34,RU,1722797462
19,port-aux-francais,-49.35,70.2167,1.85,67,31,10.04,TF,1722796897
20,leulumoega,-13.823,-171.9613,21.94,94,40,1.54,WS,1722797570
21,blackmans bay,-43.0167,147.3167,8.18,76,85,0.45,AU,1722797571
22,west island,-12.1568,96.8225,25.99,83,40,5.66,CC,1722797058
23,grytviken,-54.2811,-36.5092,-1.64,96,100,3.93,GS,1722797573
24,bandar abbas,27.1865,56.2808,33.99,79,75,2.06,IR,1722797575
25,avarua,-21.2078,-159.775,23.03,73,13,3.09,CK,1722796945
26,margaret river,-33.95,115.0667,15.29,67,76,6.81,AU,1722797577
27,sinabang,2.4803,96.3801,26.32,83,100,1.45,ID,1722797123
28,thompson,55.7435,-97.8558,19.09,42,75,3.6,CA,1722797580
29,walvis bay,-22.9575,14.5053,13.94,68,1,8.73,NA,1722797581
30,bredasdorp,-34.5322,20.0403,6.87,71,26,3.74,ZA,1722797298
31,djamaa,33.5339,5.9931,35.48,14,0,3.05,DZ,1722797583
32,papatowai,-46.5619,169.4708,6.18,91,86,3.1,NZ,1722797585
33,tazovsky,67.4667,78.7,8.7,65,89,6.33,RU,1722797586
34,porto novo,6.4965,2.6036,25.9,77,100,3.45,BJ,1722797341
35,udachny,66.4167,112.4,14.87,54,16,3.49,RU,1722797024
36,constantia,44.1833,28.65,22.61,58,12,3.12,RO,1722797049
37,kyaikkami,16.08,97.5675,26.53,86,100,5.55,MM,1722797590
38,olyokminsk,60.3736,120.4264,15.37,98,100,2.91,RU,1722797591
39,prado,-17.3411,-39.2208,24.31,75,19,3.46,BR,1722797153
40,colonia,50.9333,6.95,21.02,69,0,1.54,DE,1722797076
41,ribeira grande,38.5167,-28.7,27.22,83,40,4.12,PT,1722796780
42,balabac,7.9868,117.0645,26.74,81,100,1.84,PH,1722797304
43,adamstown,-25.066,-130.1015,21.41,76,100,6.0,PN,1722796913
44,kerikeri,-35.2268,173.9474,9.95,89,96,2.24,NZ,1722797211
45,port mathurin,-19.6833,63.4167,22.11,74,13,6.57,MU,1722797599
46,aasiaat,68.7098,-52.8699,4.53,87,88,1.98,GL,1722797051
47,utrik,11.2278,169.8474,28.35,77,76,6.08,MH,1722797116
48,summerside,46.3959,-63.7876,27.48,89,100,5.14,CA,1722797602
49,college,64.8569,-147.8028,16.2,72,20,2.06,US,1722797064
50,punta arenas,-53.15,-70.9167,2.06,80,75,2.57,CL,1722796928
51,port alfred,-33.5906,26.891,12.88,68,100,3.13,ZA,1722797606
52,letterkenny,54.95,-7.7333,18.94,98,100,4.32,IE,1722797437
53,byron bay,-28.65,153.6167,11.51,86,100,2.85,AU,1722797044
54,port elizabeth,-33.918,25.5701,12.28,71,20,10.8,ZA,1722797293
55,machico,32.7,-16.7667,25.95,69,20,6.69,PT,1722797610
56,victorica,-36.2151,-65.4359,20.28,28,77,10.0,AR,1722797611
57,kingston,17.997,-76.7936,33.53,66,20,9.77,JM,1722797450
58,invercargill,-46.4,168.35,3.9,93,87,1.34,NZ,1722797034
59,vila velha,-20.3297,-40.2925,21.97,94,75,2.57,BR,1722797426
60,puerto natales,-51.7236,-72.4875,1.25,93,75,1.03,CL,1722797615
61,ilulissat,69.2167,-51.1,5.01,93,25,2.06,GL,1722797065
62,atafu village,-8.5421,-172.5159,27.74,80,62,6.38,TK,1722797042
63,san patricio,28.017,-97.5169,34.05,40,2,3.29,US,1722796943
64,edinburgh of the seven seas,-37.0676,-12.3116,13.16,82,43,13.57,SH,1722797620
65,hithadhoo,-0.6,73.0833,28.69,75,100,4.92,MV,1722797097
66,kodiak,57.79,-152.4072,11.73,94,100,4.63,US,1722797056
67,hermanus,-34.4187,19.2345,8.22,58,98,5.31,ZA,1722797074
68,afaahiti,-17.75,-149.2833,25.93,72,79,4.95,PF,1722797624
69,pisco,-13.7,-76.2167,17.03,82,100,2.57,PE,1722797625
70,faya-largeau,17.9257,19.1043,33.95,44,86,2.53,TD,1722797515
71,baotou,40.6522,109.8222,22.21,45,0,0.86,CN,1722797628
72,saint-joseph,-21.3667,55.6167,17.21,77,19,3.58,RE,1722797629
73,qaqortoq,60.7167,-46.0333,8.74,71,0,3.3,GL,1722797144
74,fort st. john,56.2499,-120.8529,12.94,76,100,6.69,CA,1722797470
75,kiruna,67.8557,20.2251,18.51,55,100,2.57,SE,1722797632
76,ulladulla,-35.35,150.4667,7.09,79,100,2.09,AU,1722797633
77,wailua homesteads,22.0669,-159.378,25.44,82,75,7.2,US,1722797187
78,broken hill,-31.95,141.4333,9.11,81,100,2.49,AU,1722797635
79,laiyang,36.9758,120.7136,26.16,96,100,1.57,CN,1722797636
80,georgetown,5.4112,100.3354,27.96,83,20,2.06,MY,1722797136
81,ca mau,9.1769,105.15,25.45,90,100,1.4,VN,1722797639
82,lorengau,-2.0226,147.2712,26.54,81,100,2.92,PG,1722797640
83,kidal,18.4411,1.4078,33.96,34,100,4.1,ML,1722797168
84,souillac,-20.5167,57.5167,19.21,82,40,1.54,MU,1722797161
85,ola,59.5833,151.2833,11.57,90,15,0.77,RU,1722797205
86,lebu,-37.6167,-73.65,10.52,90,100,11.15,CL,1722797140
87,celestun,20.8667,-90.4,29.33,68,69,4.58,MX,1722797645
88,nadym,65.5333,72.5167,15.59,69,100,8.62,RU,1722797551
89,klaksvik,62.2266,-6.589,11.51,98,100,14.35,FO,1722797647
90,tindouf,27.6711,-8.1474,45.25,6,0,5.14,DZ,1722797648
91,mweka,-4.85,21.5667,25.91,29,91,0.53,CD,1722797650
92,nouadhibou,20.931,-17.0347,27.99,69,3,4.63,MR,1722797651
93,susuman,62.7833,148.1667,9.15,62,19,1.11,RU,1722797652
94,holualoa,19.6228,-155.9522,23.08,90,100,0.0,US,1722797653
95,puerto leguizamo,-0.1934,-74.7819,32.73,47,81,2.02,CO,1722797654
96,tiksi,71.6872,128.8694,10.25,63,100,3.24,RU,1722797137
97,kokopo,-4.352,152.2633,24.42,88,100,3.5,PG,1722797656
98,saint-philippe,-21.3585,55.7679,17.77,77,41,3.48,RE,1722797480
99,nha trang,12.25,109.1833,27.0,86,84,2.36,VN,1722797658
100,porto belo,-27.1578,-48.5531,23.94,92,18,6.52,BR,1722797659
101,mount gambier,-37.8333,140.7667,4.38,85,100,1.89,AU,1722797403
102,papao,-17.75,-149.55,26.82,69,46,5.56,PF,1722797425
103,bilibino,68.0546,166.4372,6.49,72,70,1.36,RU,1722797077
104,minusinsk,53.7103,91.6875,19.01,83,15,3.13,RU,1722797664
105,moree,-29.4667,149.85,9.98,66,100,4.17,AU,1722797665
106,anadyr,64.75,177.4833,4.28,93,100,9.0,RU,1722797666
107,san luis de la loma,17.2706,-100.8939,30.89,62,75,4.11,MX,1722797510
108,st. john's,47.5649,-52.7093,23.66,89,100,6.17,CA,1722797117
109,flying fish cove,-10.4217,105.6791,24.82,88,100,4.12,CX,1722797516
110,opuwo,-18.0607,13.84,20.36,30,0,2.83,NA,1722797485
111,kapuskasing,49.4169,-82.4331,19.05,48,75,6.17,CA,1722797448
112,touba,8.2833,-7.6833,22.73,89,100,0.42,CI,1722797673
113,wainwright,52.839,-110.8572,24.37,43,70,5.06,CA,1722797674
114,alotau,-10.3069,150.4462,22.47,97,100,2.35,PG,1722797675
115,torchiarolo,40.4842,18.0525,29.11,58,24,3.6,IT,1722797676
116,awjilah,29.1081,21.2869,32.85,20,0,3.46,LY,1722797679
117,kulhudhuffushi,6.6221,73.07,27.94,77,100,4.02,MV,1722797681
118,hamilton,39.1834,-84.5333,33.27,55,20,2.57,US,1722797127
119,upington,-28.4478,21.2561,9.31,74,100,6.01,ZA,1722797441
120,kaya,13.0917,-1.0844,25.48,76,100,3.27,BF,1722797684
121,vernon,50.2581,-119.2691,31.83,34,100,1.54,CA,1722797686
122,urengoy,65.9667,78.3667,14.32,63,100,7.66,RU,1722797687
123,howrah,22.5892,88.3103,28.0,94,75,3.09,IN,1722797688
124,mahibadhoo,3.7833,72.9667,28.59,72,100,2.35,MV,1722797690
125,campo formoso,-10.5075,-40.3214,28.11,29,0,6.52,BR,1722797691
126,olonkinbyen,70.9221,-8.7187,6.17,96,100,3.33,SJ,1722797692
127,oswego,43.4501,-76.1497,31.47,77,6,4.24,US,1722797693
128,ust'-ilimsk,58.0006,102.6619,11.45,89,6,0.42,RU,1722797694
129,aberdeen,57.1437,-2.0981,16.27,76,100,8.23,GB,1722797295
130,siwa oasis,29.2041,25.5195,33.68,19,5,3.2,EG,1722797148
131,moyynkum,44.2914,72.9469,27.6,30,0,3.53,KZ,1722797697
132,remire-montjoly,4.9167,-52.2667,31.02,70,75,3.09,GF,1722797386
133,klyuchi,52.2667,79.1667,18.98,77,100,1.77,RU,1722797699
134,ocean city,39.2776,-74.5746,28.9,73,100,5.27,US,1722797587
135,puerto ayora,-0.7393,-90.3518,24.98,86,80,2.68,EC,1722797702
136,ponta delgada,37.7333,-25.6667,25.4,83,75,4.12,PT,1722797703
137,praia da vitoria,38.7333,-27.0667,27.64,74,40,3.82,PT,1722797264
138,padang,-0.9492,100.3543,26.03,91,43,1.91,ID,1722797536
139,ingeniero jacobacci,-41.3427,-69.5448,8.26,45,94,8.41,AR,1722797706
140,newcastle,-32.9272,151.7765,10.92,89,100,0.0,AU,1722797683
141,mangrol,21.1167,70.1167,27.51,88,100,8.53,IN,1722797709
142,shakawe,-18.3667,21.85,18.87,11,0,1.31,BW,1722797710
143,khandyga,62.6667,135.6,9.67,71,95,1.87,RU,1722797711
144,fortuna,40.5982,-124.1573,15.55,95,100,0.0,US,1722797511
145,vilyuchinsk,52.9306,158.4028,9.15,83,4,0.83,RU,1722797713
146,empalme,27.9667,-110.8167,33.66,57,99,5.93,MX,1722797714
147,kourou,5.1552,-52.6478,31.03,73,100,5.09,GF,1722797715
148,aral,40.5156,81.2636,27.54,36,88,2.78,CN,1722797716
149,urangan,-25.3,152.9,16.96,71,23,2.73,AU,1722797718
150,talnakh,69.4865,88.3972,8.57,70,0,5.64,RU,1722797433
151,petropavlovsk-kamchatsky,53.0452,158.6483,8.33,100,20,2.0,RU,1722797490
152,garachico,28.7781,-17.7646,22.06,73,40,5.66,ES,1722797721
153,vadso,70.0744,29.7487,13.49,93,75,6.69,NO,1722797722
154,terrace,54.5163,-128.6035,24.01,37,20,5.14,CA,1722797723
155,stanley,54.868,-1.6985,15.95,85,100,4.3,GB,1722797724
156,eureka,40.8021,-124.1637,15.7,88,86,0.45,US,1722797700
157,noosa heads,-26.3833,153.15,13.52,68,100,2.5,AU,1722797595
158,eyl,7.9803,49.8164,25.13,80,32,11.61,SO,1722797727
159,whitehorse,60.7161,-135.0538,19.5,51,40,1.54,CA,1722797729
160,zaozersk,69.4005,32.4476,8.22,96,67,3.28,RU,1722797330
161,gisborne,-38.6533,178.0042,5.15,86,76,2.89,NZ,1722797731
162,semnan,35.5729,53.3971,31.66,23,0,4.43,IR,1722797732
163,matoury,4.8483,-52.3317,30.98,70,75,3.09,GF,1722797734
164,mount pearl,47.5166,-52.7813,23.19,89,100,6.17,CA,1722797166
165,chinna salem,11.65,78.9,29.83,61,97,1.86,IN,1722797736
166,togur,58.3631,82.8265,16.76,98,99,2.2,RU,1722797738
167,guerrero negro,27.9769,-114.0611,26.92,51,20,6.43,MX,1722797739
168,gilgit,35.9221,74.3087,25.73,62,22,0.46,PK,1722797740
169,shimoda,34.6667,138.95,25.56,84,3,0.98,JP,1722797741
170,usogorsk,63.4106,48.6872,15.43,87,100,2.66,RU,1722797742
171,nizhnesortymskiy,62.4397,71.7603,18.49,70,9,2.64,RU,1722797744
172,haiku-pauwela,20.9219,-156.3051,25.14,85,75,8.23,US,1722797745
173,lazaro cardenas,17.9583,-102.2,30.96,59,98,3.41,MX,1722797746
174,blairgowrie,56.5916,-3.3405,15.51,92,100,0.45,GB,1722797747
175,yelizovo,53.1873,158.3805,9.08,100,20,2.0,RU,1722797748
176,longyearbyen,78.2186,15.6401,11.91,76,0,5.66,SJ,1722797749
177,vorkuta,67.5,64.0,10.16,61,100,5.94,RU,1722797750
178,joao neiva,-19.7575,-40.3856,22.72,76,27,2.84,BR,1722797751
179,tolga,34.7222,5.3785,39.45,14,0,4.47,DZ,1722797753
180,acapulco de juarez,16.8634,-99.8901,30.9,66,75,5.66,MX,1722796970
181,ternevskaya,45.8542,40.4086,25.26,45,2,3.35,RU,1722797755
182,at taj,24.2049,23.2857,30.56,14,6,4.48,LY,1722797756
183,richards bay,-28.783,32.0377,21.08,76,17,10.34,ZA,1722797757
184,vorgashor,67.5833,63.95,9.28,62,100,5.89,RU,1722797150
185,castillos,-34.1667,-53.8333,14.04,51,100,2.97,UY,1722797648
186,robore,-18.3333,-59.75,34.83,24,51,3.97,BO,1722797760
187,robbah,33.2797,6.9098,38.8,20,0,3.47,DZ,1722797761
188,dudinka,69.4058,86.1778,6.56,71,0,5.53,RU,1722797763
189,el granada,37.5027,-122.4694,23.99,74,40,6.69,US,1722797764
190,dubbo,-32.25,148.6167,7.07,87,100,3.6,AU,1722797766
191,mandali,33.7499,45.5541,34.11,15,0,2.28,IQ,1722797767
192,new norfolk,-42.7826,147.0587,8.84,86,83,1.4,AU,1722797456
193,lihue,21.9789,-159.3672,25.97,84,75,7.2,US,1722797769
194,sakata,38.9167,139.855,24.93,90,36,0.75,JP,1722797770
195,labrador city,52.9463,-66.9114,18.99,50,75,6.71,CA,1722797411
196,alofi,-19.0595,-169.9187,22.94,94,20,2.06,NU,1722797773
197,koksan,38.7819,126.6664,22.81,96,1,1.79,KP,1722797774
198,gadzhiyevo,69.2551,33.3362,9.71,88,1,2.58,RU,1722797776
199,pahrump,36.2083,-115.9839,39.06,16,100,1.79,US,1722797777
200,saint-pierre,-21.3393,55.4781,17.82,72,0,1.03,RE,1722797497
201,dubovka,49.0583,44.829,25.53,38,55,4.53,RU,1722797779
202,la seu d'urgell,42.3588,1.4614,29.56,26,20,3.6,ES,1722797780
203,kone,-21.0595,164.8658,15.45,73,51,1.61,NC,1722797609
204,zhanaozen,43.3,52.8,32.22,24,58,3.87,KZ,1722797408
205,noshiro,40.2039,140.0242,23.72,93,65,1.22,JP,1722797785
206,montevideo,-34.8335,-56.1674,15.01,44,75,4.12,UY,1722797672
207,gunsan,35.9786,126.7114,27.94,94,0,0.0,KR,1722797787
208,miranda do douro,41.4969,-6.2731,30.8,19,0,2.66,PT,1722797788
209,nagqu,31.5,92.0,3.94,82,0,1.4,CN,1722797695
210,enewetak,11.3474,162.3373,28.68,76,100,3.73,MH,1722797315
211,ifakara,-8.1333,36.6833,22.18,48,0,0.68,TZ,1722797791
212,aconibe,1.2968,10.9369,19.41,90,94,1.37,GQ,1722797793
213,ormond-by-the-sea,29.3491,-81.0665,30.03,87,75,5.66,US,1722797794
214,singkil,-7.9855,111.4161,21.42,94,6,2.22,ID,1722797795
215,dazhou,31.2159,107.5009,23.97,91,14,1.37,CN,1722797797
216,lautoka,-17.6167,177.4667,20.92,83,40,3.6,FJ,1722797798
217,rehoboth,-23.3167,17.0833,14.01,19,26,4.11,NA,1722797717
218,topchikha,52.8192,83.1185,17.97,61,92,1.23,RU,1722797801
219,morehead city,34.7229,-76.726,28.0,84,0,7.72,US,1722797802
220,tolanaro,-25.0319,46.9987,20.04,88,20,1.03,MG,1722797243
221,menaka,15.9182,2.4022,32.28,48,100,5.05,ML,1722797804
222,okha,53.5739,142.9478,10.9,77,100,4.58,RU,1722797805
223,santa cruz,-17.8,-63.1667,24.03,69,75,4.63,BO,1722797762
224,tucumcari,35.1717,-103.725,31.64,39,0,5.66,US,1722797808
225,fale old settlement,-9.3852,-171.2468,27.58,82,94,7.05,TK,1722797377
226,mejit,10.2753,170.8646,28.31,78,18,5.73,MH,1722797811
227,kuqa,41.7278,82.9364,27.22,36,99,1.75,CN,1722797813
228,soio,-6.1349,12.3689,21.01,83,10,3.86,AO,1722797814
229,yuzhno-kurilsk,44.0306,145.8556,16.06,98,100,2.95,RU,1722797238
230,adams,39.8667,-104.3839,37.13,17,92,2.9,US,1722797816
231,mazagao,-0.115,-51.2894,34.03,36,13,1.95,BR,1722797817
232,weno,7.4515,151.8468,27.97,89,75,2.06,FM,1722797523
233,newman,37.3138,-121.0208,34.47,21,0,1.37,US,1722797819
234,port lincoln,-34.7333,135.8667,10.62,84,89,1.16,AU,1722797820
235,vaggeryd,57.4981,14.1484,16.16,99,100,2.26,SE,1722797822
236,brookings,44.3114,-96.7984,21.14,94,100,2.57,US,1722797479
237,komsomol'skiy,43.9783,46.6985,23.58,64,0,3.61,RU,1722797825
238,yinchuan,38.4681,106.2731,26.31,34,81,3.7,CN,1722797826
239,maputo,-25.9653,32.5892,18.82,88,20,3.09,MZ,1722797553
240,freeport,40.6576,-73.5832,29.18,80,100,4.12,US,1722797768
241,akjoujt,19.6969,-14.4164,35.58,38,32,2.33,MR,1722797829
242,coquimbo,-29.9533,-71.3436,15.85,77,75,5.14,CL,1722797596
243,ngorongoro,-3.2397,35.4875,11.79,48,8,2.11,TZ,1722797831
244,puerto baquerizo moreno,-0.9,-89.6,23.55,88,40,5.14,EC,1722797361
245,long beach,33.767,-118.1892,34.93,57,0,3.09,US,1722797833
246,daru,-9.0763,143.2092,23.87,89,100,6.37,PG,1722797835
247,iskateley,67.6803,53.1512,8.35,76,100,6.76,RU,1722797837
248,mpanda,-6.3655,31.0409,20.49,27,4,0.48,TZ,1722797838
249,margate,51.3813,1.3862,20.39,60,86,0.45,GB,1722797815
250,prince rupert,54.3161,-130.3201,16.83,83,20,2.57,CA,1722797840
251,cova figueira,14.8905,-24.2934,21.23,76,100,2.8,CV,1722797841
252,morondava,-20.2833,44.2833,21.93,75,0,4.19,MG,1722797842
253,ribeira brava,32.65,-17.0667,25.95,76,5,1.08,PT,1722797774
254,ust-nera,64.5667,143.2,9.09,80,28,1.9,RU,1722797845
255,hawaiian paradise park,19.5933,-154.9731,23.82,93,100,2.57,US,1722797846
256,huangmei,30.1924,116.025,29.51,76,6,1.14,CN,1722797847
257,ierapetra,35.01,25.7353,28.97,40,0,2.24,GR,1722797848
258,houma,29.5958,-90.7195,34.44,64,75,3.09,US,1722797849
259,bonab,37.3404,46.0561,27.25,29,0,4.12,IR,1722797850
260,luanda,-8.8368,13.2343,19.88,85,87,4.64,AO,1722797795
261,kapa'a,22.0752,-159.319,26.38,78,75,7.2,US,1722797852
262,pamplona,42.8169,-1.6432,26.1,53,0,4.63,ES,1722797738
263,oxapampa,-10.5775,-75.4017,18.54,84,80,1.2,PE,1722797855
264,kapoeta,4.7717,33.5903,24.33,73,67,4.27,SS,1722797856
265,hadibu,12.65,54.0333,25.9,80,93,9.6,YE,1722797330
266,okhotsk,59.3833,143.3,12.21,84,55,2.14,RU,1722797858
267,saipan,15.1355,145.701,27.39,83,100,3.09,MP,1722797366
268,soe,-9.8607,124.284,15.44,93,17,2.09,ID,1722797860
269,jackson,42.4165,-122.8345,33.37,45,0,0.89,US,1722797861
270,ancud,-41.8697,-73.8203,8.47,92,100,3.71,CL,1722797862
271,levanger,63.7464,11.2996,18.03,91,100,3.0,NO,1722797865
272,chegdomyn,51.1167,133.0167,18.06,60,100,1.18,RU,1722797866
273,pekanbaru,0.5333,101.45,23.18,100,75,0.0,ID,1722797867
274,jogeva,58.7467,26.3939,17.16,97,16,2.01,EE,1722797868
275,callao,-12.0667,-77.15,18.16,68,75,4.63,PE,1722797869
276,ta`u,-14.2336,-169.5144,26.45,67,100,1.98,AS,1722797870
277,kailua-kona,19.6406,-155.9956,25.15,90,100,0.0,US,1722797669
278,codrington,-38.2667,141.9667,5.54,81,100,3.2,AU,1722797255
279,bonthe,7.5264,-12.505,25.26,84,99,3.45,SL,1722797873
